customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00518,Male,0,No,No,8,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,47.42,6073.59,Yes
CUST00519,Male,0,Yes,Yes,54,No,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,87.46,1368.83,Yes
CUST00520,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,One year,No,Mailed check,64.85,8523.05,No
CUST00521,Male,1,No,No,34,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),93.72,1395.78,Yes
CUST00522,Female,1,Yes,No,15,Yes,No,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),84.6,5415.66,No
CUST00523,Male,0,No,Yes,37,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),104.07,3879.5,Yes
CUST00524,Male,1,Yes,Yes,23,Yes,Yes,No,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),52.22,5003.94,No
CUST00525,Female,0,No,No,57,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),44.29,3147.84,Yes
CUST00526,Male,0,Yes,No,28,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,117.64,7169.46,Yes
CUST00527,Male,0,Yes,Yes,57,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.24,7975.72,Yes
CUST00528,Male,1,No,No,55,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,58.08,2777.23,No
CUST00529,Female,1,No,No,8,No,Yes,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,65.49,8028.49,No
CUST00530,Female,1,No,Yes,67,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,Two year,No,Electronic check,42.23,5583.55,No
CUST00531,Male,1,Yes,No,1,No,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,One year,No,Mailed check,48.52,1685.91,No
CUST00532,Female,1,Yes,No,34,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),33.83,738.24,No
CUST00533,Female,0,Yes,No,43,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),103.07,813.36,Yes
CUST00534,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.92,7203.16,Yes
CUST00535,Male,0,Yes,No,62,No,No,No,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),83.95,1754.72,Yes
CUST00536,Female,1,No,No,61,No,No phone service,No,No internet service,No internet service,Yes,No internet service,No,No,Two year,Yes,Mailed check,28.09,6580.74,No
CUST00537,Male,1,No,No,19,No,Yes,No,Yes,No,No internet service,Yes,No,No internet service,One year,No,Electronic check,48.88,3499.44,Yes
CUST00538,Female,0,No,Yes,56,No,Yes,No,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),43.6,1162.24,No
CUST00539,Male,0,No,Yes,72,No,Yes,No,Yes,Yes,No internet service,No,No,Yes,One year,No,Mailed check,38.84,7549.48,Yes
CUST00540,Male,1,Yes,No,48,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,97.58,228.72,No
CUST00541,Female,0,Yes,No,26,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),101.37,3609.67,No
CUST00542,Male,0,No,No,2,No,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,92.55,8311.42,No
CUST00543,Male,0,Yes,No,43,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,113.6,4272.44,Yes
CUST00544,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.84,8511.17,No
CUST00545,Female,0,Yes,No,22,Yes,No,No,No,No,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),76.88,3112.6,No
CUST00546,Male,0,No,No,63,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,27.2,4540.83,No
CUST00547,Male,1,No,No,70,No,Yes,DSL,Yes,No,No internet service,No,No,Yes,One year,Yes,Mailed check,116.9,8433.39,Yes
CUST00548,Female,1,Yes,No,24,No,No,No,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,64.21,1142.34,Yes
CUST00549,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),66.4,1085.84,Yes
CUST00550,Female,1,Yes,No,26,No,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No internet service,One year,Yes,Mailed check,61.97,3577.02,No
CUST00551,Female,0,No,Yes,70,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.31,1150.4,No
CUST00552,Male,1,Yes,No,52,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,78.32,3725.32,No
CUST00553,Female,0,No,No,15,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),38.05,4632.11,No
CUST00554,Male,1,No,Yes,72,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,104.82,527.18,No
CUST00555,Female,1,No,Yes,55,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),45.44,6099.43,No
CUST00556,Female,0,No,Yes,54,Yes,No phone service,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),57.57,6201.66,Yes
CUST00557,Female,1,Yes,Yes,18,No,Yes,No,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,100.54,4837.01,Yes
CUST00558,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),58.36,2052.57,No
CUST00559,Male,1,Yes,No,69,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.67,4652.15,No
CUST00560,Male,0,No,Yes,3,No,No phone service,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,110.72,1772.66,Yes
CUST00561,Female,1,No,Yes,6,Yes,No,No,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),82.76,6529.32,No
CUST00562,Male,0,Yes,Yes,24,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),116.49,5372.55,Yes
CUST00563,Male,1,No,Yes,7,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,Two year,No,Mailed check,28.3,3725.89,No
CUST00564,Female,1,No,No,37,No,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,57.98,1796.08,No
CUST00565,Female,0,No,No,45,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),59.78,2104.4,No
CUST00566,Male,1,No,Yes,29,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,No,Mailed check,44.06,7252.77,Yes
CUST00567,Male,1,No,Yes,8,Yes,No,No,No,No,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,97.69,1084.04,Yes
CUST00568,Female,1,No,Yes,40,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),101.24,2021.62,No
CUST00569,Male,0,Yes,No,26,No,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),83.36,6318.4,No
CUST00570,Male,0,No,Yes,2,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No,Two year,No,Mailed check,96.41,3697.39,No
CUST00571,Female,0,No,No,19,No,Yes,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,113.6,4169.82,Yes
CUST00572,Male,1,No,Yes,54,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),57.0,8403.74,No
CUST00573,Male,1,No,Yes,27,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No,Yes,Two year,No,Mailed check,97.73,7075.06,Yes
CUST00574,Male,1,No,No,56,No,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),73.34,271.03,No
CUST00575,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),55.61,414.84,Yes
CUST00576,Female,0,Yes,No,60,No,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),90.35,6136.46,Yes
CUST00577,Male,0,No,No,29,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),52.58,6276.77,Yes
CUST00578,Male,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),87.99,5535.85,No
CUST00579,Female,0,No,Yes,21,No,Yes,DSL,No,No,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),93.37,2462.6,Yes
CUST00580,Female,1,No,Yes,38,No,No,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,47.44,439.16,Yes
CUST00581,Male,1,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,One year,No,Electronic check,78.79,6124.43,No
CUST00582,Female,1,No,Yes,1,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),87.77,3935.1,No
CUST00583,Male,0,No,No,20,No,Yes,No,Yes,No,No internet service,No,No,Yes,One year,Yes,Electronic check,108.42,6727.58,No
CUST00584,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,110.55,5542.01,Yes
CUST00585,Male,0,No,Yes,4,Yes,No,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,88.69,6763.2,Yes
CUST00586,Female,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,No,Mailed check,40.6,6665.13,No
CUST00587,Female,1,No,Yes,22,No,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),112.84,4795.93,No
CUST00588,Male,0,No,Yes,60,No,No,No,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,81.17,5215.1,Yes
CUST00589,Female,0,No,Yes,16,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.71,4160.3,Yes
CUST00590,Female,0,No,Yes,21,No,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),53.57,8009.25,No
CUST00591,Female,0,No,Yes,23,No,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,67.71,2064.79,No
CUST00592,Male,1,No,Yes,17,No,No,No,No internet service,No internet service,No,No,Yes,Yes,Two year,No,Credit card (automatic),82.42,7696.42,Yes
CUST00593,Female,1,Yes,No,69,Yes,No phone service,No,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.16,7324.21,Yes
CUST00594,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,One year,No,Mailed check,73.3,2990.58,No
CUST00595,Female,1,No,Yes,59,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),81.62,7081.3,No
CUST00596,Male,0,No,No,20,Yes,No phone service,No,Yes,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,57.09,2010.85,No
CUST00597,Male,0,No,Yes,27,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),92.77,1560.67,Yes
CUST00598,Male,1,No,No,45,No,No phone service,DSL,No internet service,No,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),65.36,5891.23,No
CUST00599,Male,0,No,Yes,53,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,45.05,8963.09,Yes
CUST00600,Male,1,No,No,48,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),92.54,7791.47,No
CUST00601,Female,0,Yes,No,13,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,27.16,2476.37,Yes
CUST00602,Female,1,No,Yes,37,No,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),38.96,811.39,No
CUST00603,Female,0,Yes,No,39,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),85.42,7181.71,Yes
CUST00604,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,55.21,7797.83,Yes
CUST00605,Female,1,Yes,No,62,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.04,7602.99,No
CUST00606,Male,0,No,Yes,67,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),83.26,6310.18,Yes
CUST00607,Male,1,No,No,25,No,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),36.54,7674.35,Yes
CUST00608,Female,1,No,No,15,Yes,No,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),97.33,5570.68,No
CUST00609,Male,0,No,No,67,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,No,One year,Yes,Mailed check,116.63,1368.22,No
CUST00610,Male,1,Yes,Yes,64,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),41.16,6719.25,No
CUST00611,Male,1,Yes,Yes,41,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,84.78,2281.19,Yes
CUST00612,Female,1,No,Yes,26,No,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),102.64,6840.01,Yes
CUST00613,Female,0,No,Yes,40,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),104.43,324.45,No
CUST00614,Male,1,Yes,Yes,66,No,Yes,No,No internet service,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,31.28,8259.03,No
CUST00615,Male,0,No,Yes,37,No,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,25.72,2634.04,No
CUST00616,Male,1,No,No,38,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),56.68,5236.18,Yes
CUST00617,Female,1,Yes,No,47,No,No phone service,DSL,No,Yes,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),34.27,2232.96,Yes
CUST00618,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,Yes,One year,No,Mailed check,82.8,4486.4,No
CUST00619,Female,1,Yes,Yes,25,No,No phone service,No,Yes,No,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),23.55,4894.11,Yes
CUST00620,Female,1,Yes,No,3,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No,One year,No,Electronic check,30.06,2448.64,Yes
CUST00621,Male,0,No,Yes,61,Yes,No,No,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Mailed check,36.68,7065.19,No
CUST00622,Female,0,No,No,23,No,No phone service,No,No internet service,No,No internet service,No,No,No,One year,No,Electronic check,20.23,5705.35,Yes
CUST00623,Male,1,Yes,Yes,55,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),72.84,8316.19,Yes
CUST00624,Female,1,No,Yes,43,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,Yes,Two year,No,Electronic check,23.68,486.44,Yes
CUST00625,Female,1,Yes,Yes,25,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),101.95,2693.83,Yes
CUST00626,Male,1,Yes,No,69,Yes,Yes,No,No,No,No,No,No internet service,Yes,One year,No,Mailed check,58.85,2453.11,No
CUST00627,Male,0,No,No,65,No,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.79,8850.53,No
CUST00628,Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No internet service,One year,No,Mailed check,67.1,5955.12,Yes
CUST00629,Female,1,No,Yes,70,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),79.7,2171.77,Yes
CUST00630,Female,1,Yes,Yes,11,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),79.26,7901.72,No
CUST00631,Female,1,Yes,No,46,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),59.82,6845.0,No
CUST00632,Female,0,No,No,17,Yes,No,DSL,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),50.55,5303.37,No
CUST00633,Male,1,Yes,No,57,No,No,No,No,No internet service,Yes,No,No,Yes,One year,No,Bank transfer (automatic),77.88,1962.02,Yes
CUST00634,Female,0,Yes,No,52,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),61.49,1261.46,Yes
CUST00635,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.09,2871.46,Yes
CUST00636,Female,0,Yes,No,43,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,No,Electronic check,107.48,8022.58,No
CUST00637,Female,1,No,Yes,19,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),32.84,4922.68,Yes
CUST00638,Female,0,No,No,25,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,71.45,3402.37,Yes
CUST00639,Male,0,No,No,14,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),67.59,1951.6,Yes
CUST00640,Male,1,Yes,No,59,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,38.86,7480.88,Yes
CUST00641,Female,1,Yes,Yes,27,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.3,5815.57,No
CUST00642,Female,0,Yes,Yes,26,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Mailed check,94.75,4956.39,Yes
CUST00643,Female,0,No,Yes,46,No,Yes,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),97.17,8886.5,Yes
CUST00644,Male,1,Yes,Yes,42,No,No phone service,No,No,No,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),98.31,5029.1,No
CUST00645,Male,0,No,Yes,36,Yes,No phone service,No,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,118.83,6895.8,Yes
CUST00646,Male,1,Yes,Yes,70,Yes,No,DSL,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,29.16,8915.23,No
CUST00647,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),81.76,6857.12,Yes
CUST00648,Female,0,No,No,64,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,57.55,4694.8,Yes
CUST00649,Male,1,Yes,Yes,24,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,115.39,7092.07,Yes
CUST00650,Female,0,Yes,No,20,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,Two year,Yes,Mailed check,54.77,6438.99,Yes
CUST00651,Female,0,No,No,60,Yes,No phone service,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),78.35,3786.89,Yes
CUST00652,Male,0,No,Yes,4,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,105.36,7259.48,Yes
CUST00653,Male,1,No,Yes,7,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),20.1,7888.7,Yes
CUST00654,Female,1,No,Yes,15,No,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),82.9,5227.61,No
CUST00655,Male,1,Yes,Yes,44,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,103.29,6816.3,Yes
CUST00656,Male,1,Yes,Yes,41,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),98.5,5081.38,Yes
CUST00657,Female,0,No,Yes,25,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.78,8098.49,No
CUST00658,Male,0,No,Yes,19,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,22.79,6228.23,Yes
CUST00659,Male,0,No,Yes,20,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),112.26,2796.25,Yes
CUST00660,Female,0,Yes,No,11,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,No,Mailed check,80.37,5863.79,Yes
CUST00661,Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,77.94,5060.68,Yes
CUST00662,Male,1,Yes,Yes,13,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Mailed check,112.05,139.41,No
CUST00663,Male,0,Yes,Yes,5,No,No phone service,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,113.8,3262.73,Yes
CUST00664,Male,0,No,No,65,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,50.37,7913.78,Yes
CUST00665,Female,1,Yes,Yes,31,No,No,DSL,No,No internet service,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),113.93,8329.08,Yes
CUST00666,Male,0,No,No,2,Yes,No phone service,No,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,99.92,2606.48,Yes
CUST00667,Female,0,No,No,44,No,No phone service,No,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,111.83,6200.52,Yes
CUST00668,Female,0,Yes,No,28,No,No,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,68.35,8721.31,Yes
CUST00669,Female,0,No,Yes,50,Yes,Yes,No,No,No,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),68.67,5373.94,Yes
CUST00670,Female,0,No,Yes,71,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),98.19,3013.17,No
CUST00671,Male,1,Yes,No,1,No,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,100.06,839.58,Yes
CUST00672,Female,1,Yes,Yes,50,No,Yes,No,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),58.53,8345.24,Yes
CUST00673,Male,0,No,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,95.08,3184.0,Yes
CUST00674,Female,1,No,Yes,57,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),75.08,390.19,Yes
CUST00675,Female,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),42.42,3208.77,Yes
CUST00676,Male,0,Yes,No,32,No,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.21,5436.25,No
CUST00677,Female,0,No,Yes,62,No,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,112.54,4151.91,No
CUST00678,Female,1,No,Yes,26,No,No,Fiber optic,No,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,95.34,5896.56,Yes
CUST00679,Female,0,Yes,Yes,65,No,Yes,No,Yes,No,No,No internet service,Yes,No,Two year,No,Mailed check,30.96,2397.96,Yes
CUST00680,Female,1,No,Yes,1,No,No,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,95.61,6113.79,Yes
CUST00681,Female,1,No,Yes,36,No,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),116.41,6599.66,No
CUST00682,Male,0,Yes,Yes,4,No,No phone service,No,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),39.17,686.72,Yes
CUST00683,Female,0,No,Yes,66,Yes,Yes,No,No,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,111.44,915.83,Yes
CUST00684,Female,0,No,No,32,No,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,52.08,5145.88,Yes
CUST00685,Female,0,Yes,Yes,41,No,No phone service,No,No internet service,No,No,Yes,Yes,No,One year,No,Credit card (automatic),59.19,913.74,Yes
CUST00686,Male,0,Yes,Yes,42,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,74.11,1050.66,Yes
CUST00687,Male,1,No,No,47,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),54.6,1882.66,Yes
CUST00688,Female,0,No,Yes,47,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),114.07,4821.26,No
CUST00689,Female,0,Yes,No,40,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,73.42,8630.47,No
CUST00690,Male,1,No,Yes,22,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),101.86,8780.32,Yes
CUST00691,Male,1,No,No,6,No,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),119.53,4212.94,Yes
